env,mutation,k,elapse,profit
0,0,4,32,1487.0
0,0,4,32,1149.55
0,0,4,32,1428.25
0,0,4,32,1399.675
0,0,4,32,1144.2
0,0,4,32,1089.4
0,0,4,32,907.65
0,0,4,32,805.85
0,0,4,32,1257.525
0,0,4,32,1475.825
0,0,4,32,1588.775
0,0,4,32,1250.2
0,0,4,32,1650.35
0,0,4,64,713.9
0,0,4,64,1685.55
0,0,4,64,1200.975
0,0,4,64,1071.2
0,0,4,64,1359.975
0,0,4,64,1784.675
0,0,4,64,732.175
0,0,4,64,1270.7
0,0,4,64,1346.125
0,0,4,64,1603.675
0,0,4,64,1270.15
0,0,4,64,924.1
0,0,4,64,1219.65
0,0,4,64,1090.4
0,0,4,64,1104.675
0,0,4,64,1611.675
0,0,4,64,875.2
0,0,4,64,994.1
0,0,4,64,1215.75
0,0,4,64,742.35
0,0,4,64,1161.575
0,0,4,64,1587.375
0,0,4,64,1449.4
0,0,4,64,675.225
0,0,4,64,854.15
0,0,4,64,1458.125
0,0,4,64,1435.65
0,0,4,64,1226.9
0,0,4,64,784.725
0,0,4,64,984.8
0,0,4,64,1598.175
0,0,4,64,1041.1
0,0,4,64,1123.425
0,0,4,64,1742.825
0,0,4,64,1167.025
0,0,4,64,1293.1
0,0,4,64,1147.05
0,0,4,64,1378.75
0,0,4,64,1116.9
0,0,4,64,1416.425
0,0,4,64,1531.25
0,0,4,64,1460.8
0,0,4,64,1537.35
0,0,4,64,833.425
0,0,4,64,1788.925
0,0,4,64,1639.725
0,0,4,64,1167.175
0,0,4,64,778.85
0,0,4,64,1538.5
0,0,4,64,1435.4
0,0,4,128,1217.6
0,0,4,128,1492.925
0,0,4,128,1242.075
0,0,4,128,1209.55
0,0,4,128,1154.2
0,0,4,128,1055.225
0,0,4,128,1170.875
0,0,4,128,871.2
0,0,4,128,1281.375
0,0,4,128,1218.9
0,0,4,128,1164.3
0,0,4,128,1524.925
0,0,4,128,1124.225
0,0,4,128,1480.0
0,0,4,128,1225.45
0,0,4,128,1633.025
0,0,4,128,1292.75
0,0,4,128,1491.4
0,0,4,128,1570.65
0,0,4,128,923.35
0,0,4,128,1428.575
0,0,4,128,1305.45
0,0,4,128,873.575
0,0,4,128,1140.125
0,0,4,128,972.75
0,0,4,128,1437.925
0,0,4,128,1442.825
0,0,4,128,1808.65
0,0,4,128,1425.8
0,0,4,128,962.175
0,0,4,128,1099.825
0,0,4,128,1230.65
0,0,4,128,1521.325
0,0,4,128,979.025
0,0,4,128,1112.875
0,0,4,128,1167.7
0,0,4,128,1340.55
0,0,4,128,1400.425
0,0,4,128,1177.475
0,0,4,128,1365.975
0,0,4,128,1132.125
0,0,4,128,1297.525
0,0,4,128,1274.525
0,0,4,128,1033.3
0,0,4,128,1235.225
0,0,4,128,1417.3
0,0,4,128,723.45
0,0,4,128,957.775
0,0,4,128,1075.8
0,0,4,128,867.775
0,0,4,256,1007.75
0,0,4,256,925.85
0,0,4,256,1513.125
0,0,4,256,1243.15
0,0,4,256,1232.725
0,0,4,256,1562.175
0,0,4,256,981.9
0,0,4,256,1098.925
0,0,4,256,1371.4
0,0,4,256,1230.55
0,0,4,256,1016.4
0,0,4,256,1515.3
0,0,4,256,1112.075
0,0,4,256,940.6
0,0,4,256,1902.175
0,0,4,256,1256.975
0,0,4,256,1443.475
0,0,4,256,1323.95
0,0,4,256,879.6
0,0,4,256,1043.95
0,0,4,256,1499.325
0,0,4,256,1160.275
0,0,4,256,1186.375
0,0,4,256,978.125
0,0,4,256,1569.075
0,0,4,256,1292.75
0,0,4,256,1231.525
0,0,4,256,838.75
0,0,4,256,1119.875
0,0,4,256,1221.15
0,0,4,256,936.575
0,0,4,256,1509.35
0,0,4,256,1423.875
0,0,4,256,1285.875
0,0,4,256,1209.75
0,0,4,256,1531.825
0,0,4,256,1286.325
0,0,4,256,1448.95
0,0,4,256,1247.5
0,0,4,256,1161.75
0,0,4,256,958.525
0,0,4,256,1775.225
0,0,4,256,1306.875
0,0,4,256,1375.3
0,0,4,256,711.05
0,0,4,256,667.475
0,0,4,256,1374.5
0,0,4,256,1055.725
0,0,4,256,1454.9
0,0,4,256,636.625
0,0,6,32,1187.15
0,0,6,32,1439.9
0,0,6,32,1076.275
0,0,6,32,1470.925
0,0,6,32,1579.925
0,0,6,32,1781.875
0,0,6,32,1326.6
0,0,6,32,808.175
0,0,6,32,1595.4
0,0,6,32,1158.8
0,0,6,32,1385.925
0,0,6,32,1116.75
0,0,6,32,1281.425
0,0,6,32,1453.425
0,0,6,32,1330.225
0,0,6,32,1368.3
0,0,6,32,1007.2
0,0,6,32,673.125
0,0,6,32,1458.775
0,0,6,32,1493.95
0,0,6,32,1347.95
0,0,6,32,815.25
0,0,6,32,1434.4
0,0,6,32,1247.0
0,0,6,32,1142.925
0,0,6,32,995.1
0,0,6,32,1139.1
0,0,6,32,1630.175
0,0,6,32,1300.075
0,0,6,32,810.9
0,0,6,32,645.925
0,0,6,32,911.225
0,0,6,32,1069.35
0,0,6,32,1479.725
0,0,6,32,1532.9
0,0,6,32,1497.3
0,0,6,32,1062.05
0,0,6,32,973.05
0,0,6,32,1292.875
0,0,6,32,1410.65
0,0,6,32,1199.4
0,0,6,32,1023.225
0,0,6,32,1129.0
0,0,6,32,1080.675
0,0,6,32,1233.65
0,0,6,32,937.375
0,0,6,32,1243.275
0,0,6,32,837.825
0,0,6,32,1431.575
0,0,6,32,1699.625
0,0,6,64,1585.9
0,0,6,64,1314.325
0,0,6,64,825.025
0,0,6,64,1129.7
0,0,6,64,1374.2
0,0,6,64,1350.85
0,0,6,64,1174.25
0,0,6,64,1124.9
0,0,6,64,1094.4
0,0,6,64,1254.5
0,0,6,64,984.725
0,0,6,64,1493.375
0,0,6,64,973.775
0,0,6,64,1176.55
0,0,6,64,1505.575
0,0,6,64,1027.3
0,0,6,64,1495.1
0,0,6,64,1063.45
0,0,6,64,1419.1
0,0,6,64,960.75
0,0,6,64,1444.25
0,0,6,64,1606.4
0,0,6,64,1108.3
0,0,6,64,1586.725
0,0,6,64,1107.975
0,0,6,64,1197.925
0,0,6,64,1484.6
0,0,6,64,1549.675
0,0,6,64,1102.75
0,0,6,64,825.925
0,0,6,64,1166.775
0,0,6,64,1529.6
0,0,6,64,1409.575
0,0,6,64,1183.1
0,0,6,64,1011.45
0,0,6,64,1147.425
0,0,6,64,1530.4
0,0,6,64,1101.3
0,0,6,64,1384.525
0,0,6,64,1562.4
0,0,6,64,1008.725
0,0,6,64,855.0
0,0,6,64,1037.95
0,0,6,64,1041.05
0,0,6,64,1167.725
0,0,6,64,796.5
0,0,6,64,1166.3
0,0,6,64,1411.675
0,0,6,64,1091.375
0,0,6,64,805.95
0,0,6,128,1237.875
0,0,6,128,1185.375
0,0,6,128,1094.625
0,0,6,128,1096.025
0,0,6,128,1651.125
0,0,6,128,880.25
0,0,6,128,1181.7
0,0,6,128,1223.425
0,0,6,128,732.275
0,0,6,128,1770.425
0,0,6,128,914.8
0,0,6,128,544.825
0,0,6,128,949.2
0,0,6,128,1021.275
0,0,6,128,1532.25
0,0,6,128,1506.475
0,0,6,128,1143.175
0,0,6,128,1492.375
0,0,6,128,1165.175
0,0,6,128,900.35
0,0,6,128,1203.775
0,0,6,128,1185.25
0,0,6,128,1303.15
0,0,6,128,994.125
0,0,6,128,1427.15
0,0,6,128,1558.925
0,0,6,128,1283.375
0,0,6,128,1024.55
0,0,6,128,707.55
0,0,6,128,1093.875
0,0,6,128,936.5
0,0,6,128,1298.85
0,0,6,128,1334.775
0,0,6,128,900.0
0,0,6,128,1238.75
0,0,6,128,962.8
0,0,6,128,1255.15
0,0,6,128,1026.775
0,0,6,128,1211.65
0,0,6,128,1053.025
0,0,6,128,1024.925
0,0,6,128,1079.725
0,0,6,128,712.5
0,0,6,128,1683.6
0,0,6,128,707.3
0,0,6,128,1062.65
0,0,6,128,1241.25
0,0,6,128,1190.625
0,0,6,128,1375.6
0,0,6,128,967.625
0,0,6,256,1037.625
0,0,6,256,1404.4
0,0,6,256,1506.55
0,0,6,256,684.15
0,0,6,256,1167.625
0,0,6,256,1281.575
0,0,6,256,862.175
0,0,6,256,1102.775
0,0,6,256,1450.225
0,0,6,256,1274.65
0,0,6,256,1405.75
0,0,6,256,1381.65
0,0,6,256,796.6
0,0,6,256,1297.675
0,0,6,256,1193.325
0,0,6,256,1434.675
0,0,6,256,573.0
0,0,6,256,1263.825
0,0,6,256,846.5
0,0,6,256,775.95
0,0,6,256,1128.55
0,0,6,256,1201.5
0,0,6,256,768.5
0,0,6,256,1183.0
0,0,6,256,1093.975
0,0,6,256,1252.575
0,0,6,256,871.3
0,0,6,256,1717.075
0,0,6,256,1669.45
0,0,6,256,1348.9
0,0,6,256,994.65
0,0,6,256,1228.025
0,0,6,256,1187.175
0,0,6,256,1312.525
0,0,6,256,1512.775
0,0,6,256,1071.85
0,0,6,256,1232.825
0,0,6,256,754.3
0,0,6,256,1222.475
0,0,6,256,1389.4
0,0,6,256,1480.0
0,0,6,256,1160.025
0,0,6,256,1560.55
0,0,6,256,758.25
0,0,6,256,1203.175
0,0,6,256,1843.9
0,0,6,256,1537.65
0,0,6,256,1296.05
0,0,6,256,1244.275
0,0,6,256,1047.375
0,0,8,32,1473.375
0,0,8,32,693.15
0,0,8,32,1335.7
0,0,8,32,980.075
0,0,8,32,1089.675
0,0,8,32,1179.3
0,0,8,32,1157.35
0,0,8,32,1441.775
0,0,8,32,1227.975
0,0,8,32,604.0
0,0,8,32,981.825
0,0,8,32,1031.3
0,0,8,32,1475.15
0,0,8,32,1521.5
0,0,8,32,1268.775
0,0,8,32,1061.9
0,0,8,32,989.85
0,0,8,32,941.675
0,0,8,32,1058.075
0,0,8,32,1238.175
0,0,8,32,1552.15
0,0,8,32,1063.225
0,0,8,32,1204.575
0,0,8,32,1128.575
0,0,8,32,913.5
0,0,8,32,1189.5
0,0,8,32,1013.2
0,0,8,32,1364.55
0,0,8,32,872.0
0,0,8,32,1201.725
0,0,8,32,1533.375
0,0,8,32,1449.75
0,0,8,32,1140.875
0,0,8,32,975.2
0,0,8,32,1068.95
0,0,8,32,905.575
0,0,8,32,964.925
0,0,8,32,1915.625
0,0,8,32,1210.0
0,0,8,32,1737.6
0,0,8,32,1207.3
0,0,8,32,1090.1
0,0,8,32,1228.65
0,0,8,32,1762.45
0,0,8,32,1382.4
0,0,8,32,1244.75
0,0,8,32,1594.0
0,0,8,32,1326.05
0,0,8,32,1496.0
0,0,8,32,1211.1
0,0,8,64,1533.275
0,0,8,64,1484.125
0,0,8,64,1252.85
0,0,8,64,1285.175
0,0,8,64,726.025
0,0,8,64,1220.725
0,0,8,64,937.2
0,0,8,64,489.275
0,0,8,64,1148.9
0,0,8,64,1510.975
0,0,8,64,911.85
0,0,8,64,1434.825
0,0,8,64,1310.0
0,0,8,64,1560.175
0,0,8,64,1033.725
0,0,8,64,1669.525
0,0,8,64,1508.975
0,0,8,64,877.575
0,0,8,64,1482.25
0,0,8,64,913.425
0,0,8,64,1448.65
0,0,8,64,1302.85
0,0,8,64,1073.1
0,0,8,64,1458.775
0,0,8,64,1192.15
0,0,8,64,1819.725
0,0,8,64,1158.975
0,0,8,64,1159.0
0,0,8,64,839.35
0,0,8,64,1070.525
0,0,8,64,1373.275
0,0,8,64,1182.825
0,0,8,64,1307.825
0,0,8,64,1321.975
0,0,8,64,1019.2
0,0,8,64,1406.425
0,0,8,64,1451.6
0,0,8,64,1189.8
0,0,8,64,1080.55
0,0,8,64,973.9
0,0,8,64,716.225
0,0,8,64,1193.425
0,0,8,64,896.325
0,0,8,64,1048.6
0,0,8,64,1048.425
0,0,8,64,1616.6
0,0,8,64,1679.05
0,0,8,64,1550.775
0,0,8,64,473.525
0,0,8,64,1052.175
0,0,8,128,1227.55
0,0,8,128,568.95
0,0,8,128,1050.1
0,0,8,128,1057.575
0,0,8,128,962.675
0,0,8,128,1227.025
0,0,8,128,1324.35
0,0,8,128,974.9
0,0,8,128,1192.6
0,0,8,128,1369.4
0,0,8,128,948.075
0,0,8,128,902.975
0,0,8,128,1550.05
0,0,8,128,897.15
0,0,8,128,1134.75
0,0,8,128,1478.775
0,0,8,128,1339.6
0,0,8,128,1248.85
0,0,8,128,1369.075
0,0,8,128,944.425
0,0,8,128,1352.65
0,0,8,128,1011.675
0,0,8,128,1336.3
0,0,8,128,1043.425
0,0,8,128,1106.375
0,0,8,128,1166.575
0,0,8,128,1646.025
0,0,8,128,725.55
0,0,8,128,1467.375
0,0,8,128,1020.7
0,0,8,128,945.375
0,0,8,128,693.7
0,0,8,128,1144.35
0,0,8,128,856.875
0,0,8,128,1351.65
0,0,8,128,1673.125
0,0,8,128,1400.45
0,0,8,128,1101.625
0,0,8,128,1107.425
0,0,8,128,997.4
0,0,8,128,1236.7
0,0,8,128,1185.55
0,0,8,128,570.9
0,0,8,128,1304.675
0,0,8,128,1244.25
0,0,8,128,1204.35
0,0,8,128,547.6
0,0,8,128,899.95
0,0,8,128,911.1
0,0,8,128,1179.7
0,0,8,256,1537.225
0,0,8,256,1195.575
0,0,8,256,1359.65
0,0,8,256,827.225
0,0,8,256,1132.7
0,0,8,256,1109.65
0,0,8,256,1024.725
0,0,8,256,1048.6
0,0,8,256,879.125
0,0,8,256,1413.9
0,0,8,256,1058.9
0,0,8,256,684.625
0,0,8,256,1884.4
0,0,8,256,1576.25
0,0,8,256,1282.5
0,0,8,256,1038.6
0,0,8,256,1076.375
0,0,8,256,1359.75
0,0,8,256,1632.05
0,0,8,256,1255.95
0,0,8,256,696.425
0,0,8,256,1415.4
0,0,8,256,621.675
0,0,8,256,1087.55
0,0,8,256,803.375
0,0,8,256,919.0
0,0,8,256,1345.225
0,0,8,256,1249.875
0,0,8,256,1387.6
0,0,8,256,1407.65
0,0,8,256,1116.45
0,0,8,256,956.5
0,0,8,256,961.6
0,0,8,256,1279.625
0,0,8,256,1206.9
0,0,8,256,1278.325
0,0,8,256,1390.425
0,0,8,256,981.7
0,0,8,256,1442.325
0,0,8,256,1329.7
0,0,8,256,1260.675
0,0,8,256,1605.15
0,0,8,256,1330.025
0,0,8,256,1119.3
0,0,8,256,1140.0
0,0,8,256,759.325
0,0,8,256,1041.125
0,0,8,256,861.1
0,0,8,256,1563.55
0,0,8,256,1026.55
0,0,10,32,1831.95
0,0,10,32,625.75
0,0,10,32,1335.75
0,0,10,32,1200.425
0,0,10,32,1893.3
0,0,10,32,1401.625
0,0,10,32,1394.35
0,0,10,32,1138.7
0,0,10,32,878.9
0,0,10,32,908.725
0,0,10,32,1562.375
0,0,10,32,1072.325
0,0,10,32,607.925
0,0,10,32,1040.725
0,0,10,32,1346.575
0,0,10,32,1142.5
0,0,10,32,1090.075
0,0,10,32,1454.425
0,0,10,32,1027.95
0,0,10,32,1316.45
0,0,10,32,837.275
0,0,10,32,1517.9
0,0,10,32,1190.9
0,0,10,32,822.125
0,0,10,32,766.4
0,0,10,32,1125.05
0,0,10,32,1654.55
0,0,10,32,889.5
0,0,10,32,1082.15
0,0,10,32,1122.425
0,0,10,32,1057.25
0,0,10,32,1493.85
0,0,10,32,562.75
0,0,10,32,1163.675
0,0,10,32,1241.9
0,0,10,32,997.875
0,0,10,32,1374.4
0,0,10,32,1113.3
0,0,10,32,1500.35
0,0,10,32,928.25
0,0,10,32,1318.675
0,0,10,32,2186.4
0,0,10,32,1040.75
0,0,10,32,1042.0
0,0,10,32,1145.5
0,0,10,32,1092.275
0,0,10,32,1079.8
0,0,10,32,1415.375
0,0,10,32,1151.575
0,0,10,32,1210.4
0,0,10,64,1472.075
0,0,10,64,1036.775
0,0,10,64,958.6
0,0,10,64,835.275
0,0,10,64,1428.9
0,0,10,64,1483.75
0,0,10,64,1346.025
0,0,10,64,936.425
0,0,10,64,1392.325
0,0,10,64,705.75
0,0,10,64,1354.675
0,0,10,64,1453.25
0,0,10,64,1370.275
0,0,10,64,1403.8
0,0,10,64,1176.05
0,0,10,64,875.175
0,0,10,64,744.95
0,0,10,64,1271.05
0,0,10,64,1210.6
0,0,10,64,1910.55
0,0,10,64,1065.725
0,0,10,64,943.1
0,0,10,64,1060.65
0,0,10,64,989.85
0,0,10,64,1184.075
0,0,10,64,1440.025
0,0,10,64,999.2
0,0,10,64,1292.675
0,0,10,64,1121.75
0,0,10,64,1022.9
0,0,10,64,1143.3
0,0,10,64,1085.925
0,0,10,64,1592.3
0,0,10,64,1193.425
0,0,10,64,1092.35
0,0,10,64,930.375
0,0,10,64,654.125
0,0,10,64,987.125
0,0,10,64,1282.45
0,0,10,64,979.2
0,0,10,64,636.425
0,0,10,64,1088.175
0,0,10,64,627.375
0,0,10,64,1338.35
0,0,10,64,859.9
0,0,10,64,1370.075
0,0,10,64,654.4
0,0,10,64,1382.1
0,0,10,64,1263.05
0,0,10,64,1037.35
0,0,10,128,1015.725
0,0,10,128,765.225
0,0,10,128,787.6
0,0,10,128,851.95
0,0,10,128,1185.375
0,0,10,128,1070.825
0,0,10,128,1064.325
0,0,10,128,1809.475
0,0,10,128,1519.475
0,0,10,128,1116.45
0,0,10,128,1260.25
0,0,10,128,1038.025
0,0,10,128,1506.925
0,0,10,128,1077.325
0,0,10,128,881.225
0,0,10,128,863.575
0,0,10,128,790.125
0,0,10,128,849.8
0,0,10,128,1004.0
0,0,10,128,979.425
0,0,10,128,1493.675
0,0,10,128,1237.6
0,0,10,128,1197.6
0,0,10,128,1061.675
0,0,10,128,1409.0
0,0,10,128,1491.725
0,0,10,128,1703.625
0,0,10,128,1350.6
0,0,10,128,1213.5
0,0,10,128,1381.9
0,0,10,128,861.975
0,0,10,128,1978.625
0,0,10,128,1700.875
0,0,10,128,811.4
0,0,10,128,634.15
0,0,10,128,1058.025
0,0,10,128,921.2
0,0,10,128,1565.8
0,0,10,128,602.175
0,0,10,128,1211.375
0,0,10,128,1543.025
0,0,10,128,1529.775
0,0,10,128,947.425
0,0,10,128,1833.4
0,0,10,128,1194.05
0,0,10,128,824.25
0,0,10,128,2062.575
0,0,10,128,972.675
0,0,10,128,1020.3
0,0,10,128,1401.375
0,0,10,256,1176.7
0,0,10,256,1248.2
0,0,10,256,1238.2
0,0,10,256,1292.55
0,0,10,256,1548.05
0,0,10,256,1619.975
0,0,10,256,1158.275
0,0,10,256,1176.325
0,0,10,256,859.85
0,0,10,256,1399.425
0,0,10,256,2239.4
0,0,10,256,1855.9
0,0,10,256,1088.275
0,0,10,256,935.2
0,0,10,256,755.825
0,0,10,256,1158.15
0,0,10,256,1209.775
0,0,10,256,935.9
0,0,10,256,1058.5
0,0,10,256,1476.9
0,0,10,256,1192.7
0,0,10,256,1151.4
0,0,10,256,807.65
0,0,10,256,1040.25
0,0,10,256,1413.325
0,0,10,256,1327.0
0,0,10,256,1441.175
0,0,10,256,1410.225
0,0,10,256,1464.175
0,0,10,256,1231.625
0,0,10,256,1347.225
0,0,10,256,1228.975
0,0,10,256,1083.1
0,0,10,256,1625.25
0,0,10,256,1240.95
0,0,10,256,1322.575
0,0,10,256,823.65
0,0,10,256,909.425
0,0,10,256,1324.05
0,0,10,256,1249.25
0,0,10,256,1071.95
0,0,10,256,563.15
0,0,10,256,974.725
0,0,10,256,1318.75
0,0,10,256,801.25
0,0,10,256,527.65
0,0,10,256,1322.825
0,0,10,256,1044.525
0,0,10,256,1161.025
0,0,10,256,1383.875
0,0,12,32,1598.725
0,0,12,32,1358.675
0,0,12,32,1311.0
0,0,12,32,1506.15
0,0,12,32,956.05
0,0,12,32,1615.35
0,0,12,32,1012.1
0,0,12,32,865.025
0,0,12,32,1071.3
0,0,12,32,812.075
0,0,12,32,1223.05
0,0,12,32,1198.075
0,0,12,32,996.325
0,0,12,32,742.4
0,0,12,32,1169.825
0,0,12,32,1309.025
0,0,12,32,1245.075
0,0,12,32,1236.9
0,0,12,32,1108.3
0,0,12,32,1627.525
0,0,12,32,1074.325
0,0,12,32,1407.825
0,0,12,32,1805.025
0,0,12,32,1839.075
0,0,12,32,948.725
0,0,12,32,1200.95
0,0,12,32,1725.225
0,0,12,32,1242.95
0,0,12,32,1208.6
0,0,12,32,924.175
0,0,12,32,756.725
0,0,12,32,1516.975
0,0,12,32,1487.9
0,0,12,32,1183.25
0,0,12,32,1270.725
0,0,12,32,1133.05
0,0,12,32,1058.8
0,0,12,32,1735.675
0,0,12,32,911.9
0,0,12,32,949.975
0,0,12,32,699.175
0,0,12,32,974.775
0,0,12,32,1776.9
0,0,12,32,759.825
0,0,12,32,856.5
0,0,12,32,1868.4
0,0,12,32,1449.8
0,0,12,32,1231.2
0,0,12,32,1541.25
0,0,12,32,863.025
0,0,12,64,1318.025
0,0,12,64,1069.925
0,0,12,64,1333.4
0,0,12,64,1182.875
0,0,12,64,1035.475
0,0,12,64,962.125
0,0,12,64,1401.425
0,0,12,64,1028.325
0,0,12,64,1538.95
0,0,12,64,870.975
0,0,12,64,571.9
0,0,12,64,1221.775
0,0,12,64,1384.45
0,0,12,64,1264.275
0,0,12,64,1064.525
0,0,12,64,1909.35
0,0,12,64,1171.4
0,0,12,64,1124.275
0,0,12,64,1407.5
0,0,12,64,1124.4
0,0,12,64,1945.7
0,0,12,64,930.5
0,0,12,64,1232.825
0,0,12,64,1529.925
0,0,12,64,987.025
0,0,12,64,850.775
0,0,12,64,1426.825
0,0,12,64,1194.725
0,0,12,64,804.45
0,0,12,64,1220.45
0,0,12,64,1450.625
0,0,12,64,1048.95
0,0,12,64,1096.9
0,0,12,64,1135.55
0,0,12,64,1460.575
0,0,12,64,1526.8
0,0,12,64,1237.525
0,0,12,64,1461.15
0,0,12,64,1332.375
0,0,12,64,1041.0
0,0,12,64,1137.45
0,0,12,64,970.15
